0.358420912543507,0.905814860589253,238,211,169,1
0.400118554313025,0.979137637551195,255,211,161,1
0.358883066574354,0.924665479694421,255,199,169,1
0.359228269082645,0.918463120277639,255,201,169,1
0.376699240314922,0.958636944635276,255,244,199,1
0.36732404262965,0.932830391797219,240,201,164,1
0.354857705835207,0.906901233159824,255,236,185,1
0.364620366335768,0.923193671871591,235,210,167,1
0.350203392970134,0.89307426777171,240,211,165,1
0.401359506870743,0.982667056001095,255,223,165,1
0.391211497803208,0.960948207840734,255,210,162,1
0.367987533274556,0.931927771204195,238,211,174,1
0.364113811957611,0.923147294507211,209,200,167,1
0.364886723923042,0.925216644146744,255,221,191,1
0.395641652692224,0.965151841417469,255,211,163,1
0.627354881998585,1.5335967514437,255,159,141,2
0.624484063530347,1.52263153799883,255,175,150,2
0.629291920613484,1.54192996552653,255,139,114,2
0.6236469740567,1.5191356882859,255,159,143,2
0.635845606436396,1.56670673706663,255,159,142,2
0.656887363374052,1.65436738059709,211,138,122,2
0.643181921194777,1.59844145912544,209,135,115,2
0.632722142708792,1.55434926610172,255,159,142,2
0.649386723570752,1.62393002075585,255,182,155,2
0.630532905991267,1.54736236089897,255,141,113,2
0.627135093546217,1.53257729209918,255,159,145,2
0.631457646443219,1.54907653654954,222,142,117,2
0.625545765575279,1.52751209263626,212,130,115,2
0.650282563476149,1.62792416452443,255,166,143,2
0.624547422298075,1.52389296893113,212,130,111,2
0.796959541169048,4.12518990338387,255,185,122,3
0.791486278395704,3.34617152751107,255,181,127,3
0.789074117707405,3.18589358113146,255,186,137,3
0.797680728375568,5.84329520436874,255,195,143,3
0.797113298626049,4.17291791296548,229,172,119,3
0.796892270153295,4.06466122602676,255,175,119,3
0.790938035455682,3.28817861746757,230,174,118,3
0.784062265039574,2.88296945750913,255,188,148,3
0.787414895509808,3.04004121377953,255,175,118,3
0.796411158483149,3.90205272184827,255,197,143,3
0.796640697270987,4.0034012577591,255,199,135,3
0.79708807764381,4.36870111197348,205,156,107,3
0.7909150994726,3.30758805907186,255,203,148,3
0.792135311895853,3.41009486683384,212,174,119,3
0.796965139615304,4.2170782427694,215,162,106,3
